Term,Role,Attribute,Freq,numdocs,_keep,Key,Parent,Parent_id,_ispar,Weight
すすめ,,Alpha,2,2,Y,3880,420,420,.,0.8245749364
おはよう,,Alpha,1,1,Y,427,,427,,1
もたらし,,Alpha,1,1,Y,3881,434,434,.,1
高い合格率,nlpNounGroup,Alpha,1,1,Y,428,,428,,1
宮,,Alpha,1,1,Y,429,,429,,1
安房,,Alpha,1,1,Y,430,,430,,1
配下,,Alpha,1,1,Y,431,,431,,1
古来,,Alpha,1,1,Y,432,,432,,1
学校,,Alpha,1,1,Y,433,,433,,1
もたらす,,Alpha,2,2,Y,434,,434,+,0.8245749364
消費電力,,Alpha,1,1,Y,435,,435,,1
アドバイスする,,Alpha,1,1,Y,436,,436,,1
戊辰戦争,nlpNounGroup,Alpha,1,1,Y,437,,437,,1
ビーチトレイン写真,nlpNounGroup,Alpha,1,1,Y,438,,438,,1
川崎,,Alpha,1,1,Y,439,,439,,1
日産,,Alpha,1,1,Y,440,,440,,1
生存,,Alpha,2,1,Y,441,,441,,1
皆勤,,Alpha,1,1,Y,442,,442,,1
距離,,Alpha,1,1,Y,443,,443,,1
桃太郎,,Alpha,5,1,Y,444,,444,,1
足かけ,,Alpha,1,1,Y,445,,445,,1
県産米,nlpNounGroup,Alpha,1,1,Y,446,,446,,1
人気,,Alpha,4,4,Y,447,,447,,0.6491498728
御池,,Alpha,1,1,Y,448,,448,,1
方面,,Alpha,5,1,Y,449,,449,,1
法律,,Alpha,1,1,Y,450,,450,,1
知ら,,Alpha,1,1,Y,3882,461,461,.,1
m,,Alpha,3,2,Y,451,,451,,0.8389078949
害,,Alpha,2,1,Y,452,,452,,1
知り,,Alpha,2,2,Y,3883,461,461,.,0.8245749364
種別,,Alpha,1,1,Y,453,,453,,1
紙製,,Alpha,2,1,Y,454,,454,,1
預金,,Alpha,1,1,Y,455,,455,,1
飯島,,Alpha,1,1,Y,456,,456,,1
湯河原,,Alpha,1,1,Y,457,,457,,1
食,,Alpha,2,2,Y,458,,458,,0.8245749364
友人,,Alpha,2,2,Y,459,,459,,0.8245749364
友生,,Alpha,1,1,Y,460,,460,,1
知る,,Alpha,4,4,Y,461,,461,+,0.6491498728
西部,,Alpha,2,1,Y,462,,462,,1
ｓｐ,,Alpha,2,1,Y,463,,463,,1
つきる,,Alpha,1,1,Y,464,,464,+,1
味わい,,Alpha,2,1,Y,465,,465,,1
知れ,,Alpha,1,1,Y,3884,3519,3519,.,1
表情,,Alpha,1,1,Y,466,,466,,1
流した,,Alpha,1,1,Y,3885,2775,2775,.,1
ダスキン,,Alpha,1,1,Y,467,,467,,1
西,,Alpha,2,2,Y,468,,468,,0.8245749364
グループ,,Alpha,1,1,Y,469,,469,,1
質問 営業時間 遊具,nlpNounGroup,Alpha,1,1,Y,470,,470,,1
徒歩,,Alpha,1,1,Y,471,,471,,1
通り,,Alpha,3,3,Y,472,,472,,0.7219578525
思い出し,,Alpha,1,1,Y,3886,477,477,.,1
楽し,,Alpha,1,1,Y,3887,653,653,.,1
味わえ,,Alpha,1,1,Y,3888,1418,1418,.,1
たたって,,Alpha,1,1,Y,3889,914,914,.,1
業務上過失致死,,Alpha,1,1,Y,473,,473,,1
龍馬,,Alpha,1,1,Y,474,,474,,1
すごい,,Alpha,3,1,Y,475,,475,+,1
作って,,Alpha,1,1,Y,3890,1962,1962,.,1
管理者,,Alpha,1,1,Y,476,,476,,1
思い出す,,Alpha,2,2,Y,477,,477,+,0.8245749364
思い出す,,Alpha,1,1,Y,477,477,477,.,0.8245749364
米原,,Alpha,1,1,Y,478,,478,,1
行き方,,Alpha,1,1,Y,479,,479,,1
正社員登用制度,nlpNounGroup,Alpha,1,1,Y,480,,480,,1
切り,,Alpha,1,1,Y,481,,481,,1
工具,,Alpha,1,1,Y,482,,482,,1
手抜き,,Alpha,1,1,Y,483,,483,,1
分析する,,Alpha,1,1,Y,484,,484,+,1
イベント情報 営業時間料金 園,nlpNounGroup,Alpha,1,1,Y,485,,485,,1
切る,,Alpha,2,1,Y,486,,486,+,1
流石,,Alpha,1,1,Y,487,,487,,1
端的だ,,Alpha,1,1,Y,488,,488,+,1
w,,Alpha,1,1,Y,489,,489,,1
お天気,,Alpha,1,1,Y,490,,490,,1
三本柳,,Alpha,1,1,Y,491,,491,,1
引越し,,Alpha,1,1,Y,492,,492,,1
成功して,,Alpha,1,1,Y,3891,2042,2042,.,1
通用する,,Alpha,1,1,Y,493,,493,,1
走り抜ける,,Alpha,1,1,Y,494,,494,,1
x,,Alpha,1,1,Y,495,,495,,1
寝,,Alpha,1,1,Y,496,,496,,1
そう,,Alpha,3,3,Y,497,,497,,0.7219578525
致死傷,,Alpha,3,1,Y,498,,498,,1
宿,,Alpha,1,1,Y,499,,499,,1
次,,Alpha,5,4,Y,500,,500,,0.6628456418
民泊,,Alpha,4,1,Y,501,,501,,1
仕掛けて,,Alpha,1,1,Y,3892,516,516,.,1
張飛,,Alpha,6,1,Y,502,,502,,1
皆様,,Alpha,2,1,Y,503,,503,,1
議員団,,Alpha,1,1,Y,504,,504,,1
噴火警戒レベル,nlpNounGroup,Alpha,3,1,Y,505,,505,,1
土佐,,Alpha,1,1,Y,506,,506,,1
宗一,,Alpha,1,1,Y,507,,507,,1
大規模建築物,nlpNounGroup,Alpha,1,1,Y,508,,508,,1
親,,Alpha,1,1,Y,509,,509,,1
ランチ,,Alpha,4,1,Y,510,,510,,1
支店,,Alpha,1,1,Y,511,,511,,1
乗り換えた,,Alpha,1,1,Y,3893,547,547,.,1
~,,Punct,1,1,Y,512,,512,,1
飯,,Alpha,2,2,Y,513,,513,,0.8245749364
大仏,,Alpha,1,1,Y,514,,514,,1
清掃,,Alpha,1,1,Y,515,,515,,1
すごく,,Alpha,3,1,Y,3894,475,475,.,1
仕掛ける,,Alpha,1,1,Y,516,,516,+,1
勤務,,Alpha,1,1,Y,517,,517,,1
平常,,Alpha,2,1,Y,518,,518,,1
愛さ,,Alpha,2,1,Y,3895,532,532,.,1
端的な,,Alpha,1,1,Y,3896,488,488,.,1
表向き,,Alpha,1,1,Y,519,,519,,1
ノーコメント,,Alpha,1,1,Y,520,,520,,1
なだらかな丘陵,nlpNounGroup,Alpha,1,1,Y,521,,521,,1
コシヒカリ,,Alpha,2,1,Y,522,,522,,1
うどん生産量,nlpNounGroup,Alpha,2,1,Y,523,,523,,1
競争,,Alpha,3,3,Y,524,,524,,0.7219578525
菅野,,Alpha,3,2,Y,525,,525,,0.8389078949
富山市,,Alpha,1,1,Y,526,,526,,1
呼ぶ,,Alpha,2,1,Y,527,,527,+,1
目標,,Alpha,2,1,Y,528,,528,,1
栽培して,,Alpha,2,1,Y,3897,2072,2072,.,1
つや姫,nlpNounGroup,Alpha,2,1,Y,529,,529,,1
民法,,Alpha,1,1,Y,530,,530,,1
diary,,Alpha,1,1,Y,531,,531,,1
愛す,,Alpha,2,1,Y,532,,532,+,1
残飯,,Alpha,1,1,Y,533,,533,,1
ana,,Alpha,1,1,Y,534,,534,,1
周,,Alpha,2,1,Y,535,,535,,1
上回って,,Alpha,1,1,Y,3898,53,53,.,1
基本的だ,,Alpha,2,2,Y,536,,536,+,0.8245749364
統計,,Alpha,2,2,Y,537,,537,,0.8245749364
部分,,Alpha,3,3,Y,538,,538,,0.7219578525
サル,,Alpha,1,1,Y,539,,539,,1
主査,,Alpha,3,1,Y,540,,540,,1
競う,,Alpha,1,1,Y,541,,541,+,1
-0094 ホーム,nlpNounGroup,Alpha,1,1,Y,542,,542,,1
危険,,Alpha,3,1,Y,543,,543,,1
団子,,Alpha,2,1,Y,544,,544,,1
工学部教授等,nlpNounGroup,Alpha,1,1,Y,545,,545,,1
掲載,,Alpha,4,3,Y,546,,546,,0.7368624046
におい,,Alpha,1,1,Y,3899,551,551,.,1
対して,,Alpha,3,3,Y,3900,31,31,.,0.7219578525
乗り換える,,Alpha,1,1,Y,547,,547,+,1
tsb,,Alpha,2,1,Y,548,,548,,1
食事,,Alpha,3,3,Y,549,,549,,0.7219578525
開いた,,Alpha,2,2,Y,3901,746,746,.,0.8245749364
朝日放送,,Alpha,1,1,Y,550,,550,,1
におう,,Alpha,1,1,Y,551,,551,+,1
時給,,Alpha,1,1,Y,552,,552,,1
火災,,Alpha,3,1,Y,553,,553,,1
直前,,Alpha,1,1,Y,554,,554,,1
おいて,,Alpha,6,3,Y,3902,575,575,.,0.7804328737
福祉手当,nlpNounGroup,Alpha,1,1,Y,555,,555,,1
少,,Alpha,1,1,Y,556,,556,,1
前半,,Alpha,1,1,Y,557,,557,,1
名古屋大学,,Alpha,1,1,Y,558,,558,,1
船,,Alpha,1,1,Y,559,,559,,1
餞,,Alpha,1,1,Y,560,,560,,1
有名だ,,Alpha,2,2,Y,561,,561,+,0.8245749364
空,,Alpha,1,1,Y,562,,562,,1
ご覧,,Alpha,3,3,Y,563,,563,,0.7219578525
-7887,,Num,1,1,Y,564,,564,,1
育った,,Alpha,1,1,Y,3903,3306,3306,.,1
味,,Alpha,6,4,Y,565,,565,,0.6634828313
-3744,,Num,1,1,Y,566,,566,,1
ひか,,Alpha,1,1,Y,3904,582,582,.,1
品種,,Alpha,2,1,Y,567,,567,,1
市立,,Alpha,2,2,Y,568,,568,,0.8245749364
満席,,Alpha,1,1,Y,569,,569,,1
申請,,Alpha,2,1,Y,570,,570,,1
滋賀県,,Alpha,3,2,Y,571,,571,,0.8389078949
開いて,,Alpha,1,1,Y,3905,746,746,.,1
基本的に,,Alpha,2,2,Y,3906,536,536,.,0.8245749364
設計事務所,nlpNounGroup,Alpha,1,1,Y,572,,572,,1
使い,,Alpha,1,1,Y,573,,573,,1
国名,,Alpha,1,1,Y,574,,574,,1
おいる,,Alpha,6,3,Y,575,,575,+,0.7804328737
生える,,Alpha,1,1,Y,576,,576,+,1
歓迎,,Alpha,1,1,Y,577,,577,,1
通常,,Alpha,1,1,Y,578,,578,,1
地盤沈下,nlpNounGroup,Alpha,1,1,Y,579,,579,,1
白川温泉,nlpNounGroup,Alpha,1,1,Y,580,,580,,1
使う,,Alpha,5,4,Y,581,,581,+,0.6628456418
使う,,Alpha,2,2,Y,581,581,581,.,0.6628456418
かかり,,Alpha,1,1,Y,3907,583,583,.,1
ひく,,Alpha,1,1,Y,582,,582,+,1
かかる,,Alpha,1,1,Y,583,,583,+,1
実感,,Alpha,1,1,Y,584,,584,,1
残留する,,Alpha,1,1,Y,585,,585,,1
牧場内,nlpNounGroup,Alpha,1,1,Y,586,,586,,1
育って,,Alpha,1,1,Y,3908,3306,3306,.,1
負ける,,Alpha,1,1,Y,587,,587,+,1
宿泊料金,nlpNounGroup,Alpha,2,1,Y,588,,588,,1
皆さん笑顔,nlpNounGroup,Alpha,1,1,Y,589,,589,,1
事務局 選挙管理委員会 監査,nlpNounGroup,Alpha,1,1,Y,590,,590,,1
館,,Alpha,3,1,Y,591,,591,,1
有名な,,Alpha,1,1,Y,3909,561,561,.,1
冷凍食品,,Alpha,1,1,Y,592,,592,,1
検討して,,Alpha,1,1,Y,3910,2162,2162,.,1
若しくは,,Alpha,1,1,Y,593,,593,,1
施設名等,nlpNounGroup,Alpha,1,1,Y,594,,594,,1
触,,Alpha,1,1,Y,595,,595,,1
無罪,,Alpha,3,1,Y,596,,596,,1
認定,,Alpha,1,1,Y,597,,597,,1
事務局,,Alpha,4,1,Y,598,,598,,1
怠け者,,Alpha,1,1,Y,599,,599,,1
有名に,,Alpha,1,1,Y,3911,561,561,.,1
取り組む,,Alpha,1,1,Y,600,,600,,1
政治勢力,,Alpha,1,1,Y,601,,601,,1
寿,,Alpha,2,1,Y,602,,602,,1
施設,,Alpha,7,3,Y,603,,603,,0.745841425
取組み,,Alpha,1,1,Y,604,,604,,1
命,,Alpha,1,1,Y,605,,605,,1
ホルモン,,Alpha,1,1,Y,606,,606,,1
社会保障,,Alpha,3,2,Y,607,,607,,0.8389078949
計,,Alpha,2,2,Y,608,,608,,0.8245749364
新潟,,Alpha,6,2,Y,609,,609,,0.8389078949
局,,Alpha,9,3,Y,610,,610,,0.7557824848
概ね,,Alpha,2,2,Y,611,,611,,0.8245749364
構い,,Alpha,1,1,Y,3912,618,618,.,1
山上広場,nlpNounGroup,Alpha,1,1,Y,612,,612,,1
それ,,Alpha,9,6,Y,613,,613,,0.5755797684
経験,,Alpha,2,2,Y,614,,614,,0.8245749364
資料,,Alpha,1,1,Y,615,,615,,1
里,,Alpha,1,1,Y,616,,616,,1
その,,Alpha,16,8,Y,617,,617,,0.503929579
構う,,Alpha,1,1,Y,618,,618,+,1
日曜日,,Alpha,1,1,Y,619,,619,,1
出演する,,Alpha,1,1,Y,620,,620,+,1
用意して,,Alpha,3,1,Y,3913,2197,2197,.,1
続出した,,Alpha,1,1,Y,3914,2229,2229,.,1
rate,,Alpha,1,1,Y,621,,621,,1
自覚して,,Alpha,1,1,Y,3915,2200,2200,.,1
歩,,Alpha,1,1,Y,622,,622,,1
立,,Alpha,1,1,Y,623,,623,,1
野,,Alpha,1,1,Y,624,,624,,1
完売する,,Alpha,1,1,Y,625,,625,+,1
トランクス,,Alpha,2,1,Y,626,,626,,1
number,,Alpha,1,1,Y,627,,627,,1
森戸,,Alpha,1,1,Y,628,,628,,1
ロンドン,,Alpha,1,1,Y,629,,629,,1
振り返る,,Alpha,1,1,Y,630,,630,,1
確立する,,Alpha,1,1,Y,631,,631,,1
折りたたむ,,Alpha,1,1,Y,632,,632,+,1
藩時代,nlpNounGroup,Alpha,1,1,Y,633,,633,,1
アンパンマン テレビショッピング,nlpNounGroup,Alpha,1,1,Y,634,,634,,1
猫,,Alpha,1,1,Y,635,,635,,1
修補,,Alpha,1,1,Y,636,,636,,1
実態,,Alpha,2,1,Y,637,,637,,1
出かけて,,Alpha,1,1,Y,3916,656,656,.,1
良,,Alpha,1,1,Y,638,,638,,1
金,,Alpha,4,2,Y,639,,639,,0.8576814834
耐震,,Alpha,1,1,Y,640,,640,,1
6万トン台中盤,nlpNounGroup,Alpha,1,1,Y,641,,641,,1
関連,,Alpha,1,1,Y,642,,642,,1
商品名,,Alpha,1,1,Y,643,,643,,1
切符代,nlpNounGroup,Alpha,1,1,Y,644,,644,,1
長い歴史,nlpNounGroup,Alpha,1,1,Y,645,,645,,1
ヤギ,,Alpha,1,1,Y,646,,646,,1
不満,,Alpha,1,1,Y,647,,647,,1
実際,,Alpha,5,4,Y,648,,648,,0.6628456418
支給,,Alpha,1,1,Y,649,,649,,1
屋,,Alpha,6,6,Y,650,,650,,0.546532789
色,,Alpha,2,2,Y,651,,651,,0.8245749364
家族,,Alpha,1,1,Y,652,,652,,1
楽する,,Alpha,1,1,Y,653,,653,+,1
はみ出した,,Alpha,1,1,Y,3917,897,897,.,1
お宅,,Alpha,1,1,Y,654,,654,,1
大会,,Alpha,1,1,Y,655,,655,,1
出かける,,Alpha,1,1,Y,656,,656,+,1
まっしぐら,,Alpha,1,1,Y,657,,657,,1
たくて,,Alpha,1,1,Y,3918,2019,2019,.,1
伊勢丹,,Alpha,1,1,Y,658,,658,,1
歳,,Alpha,31,5,Y,659,,659,,0.7734844486
総合,,Alpha,1,1,Y,660,,660,,1
埋め,,Alpha,1,1,Y,3919,1152,1152,.,1
議会,,Alpha,1,1,Y,661,,661,,1
高山,,Alpha,2,1,Y,662,,662,,1
金曜日,,Alpha,1,1,Y,663,,663,,1
調査結果,,Alpha,1,1,Y,664,,664,,1
記念撮影,nlpNounGroup,Alpha,1,1,Y,665,,665,,1
満了慰労金,nlpNounGroup,Alpha,1,1,Y,666,,666,,1
ポンド,,Alpha,1,1,Y,667,,667,,1
仁井田字,nlpNounGroup,Alpha,1,1,Y,668,,668,,1
年上,,Alpha,1,1,Y,669,,669,,1
欠陥,,Alpha,5,1,Y,670,,670,,1
米穀,,Alpha,2,1,Y,671,,671,,1
手続き,,Alpha,1,1,Y,672,,672,,1
透明袋,nlpNounGroup,Alpha,1,1,Y,673,,673,,1
年下,,Alpha,1,1,Y,674,,674,,1
課題,,Alpha,1,1,Y,675,,675,,1
酸味,,Alpha,3,1,Y,676,,676,,1
各地,,Alpha,3,1,Y,677,,677,,1
村人,,Alpha,1,1,Y,678,,678,,1
牛乳,,Alpha,2,1,Y,679,,679,,1
水曜日,,Alpha,1,1,Y,680,,680,,1
枝木類,nlpNounGroup,Alpha,1,1,Y,681,,681,,1
展,,Alpha,2,1,Y,682,,682,,1
レベル,,Alpha,4,2,Y,683,,683,,0.8576814834
出版,,Alpha,2,1,Y,684,,684,,1
日経,,Alpha,1,1,Y,685,,685,,1
暑い,,Alpha,1,1,Y,686,,686,,1
甲府,,Alpha,2,1,Y,687,,687,,1
給与,,Alpha,1,1,Y,688,,688,,1
決勝戦,,Alpha,1,1,Y,689,,689,,1
平均,,Alpha,1,1,Y,690,,690,,1
放漫,,Alpha,1,1,Y,691,,691,,1
漁場,,Alpha,1,1,Y,692,,692,,1
呼ばれた,,Alpha,1,1,Y,3920,737,737,.,1
おもいやり,,Alpha,1,1,Y,693,,693,,1
現地紙幣,nlpNounGroup,Alpha,1,1,Y,694,,694,,1
年収ランキング,nlpNounGroup,Alpha,1,1,Y,695,,695,,1
一部,,Alpha,1,1,Y,696,,696,,1
daihatsu,,Alpha,1,1,Y,697,,697,,1
引き続き,,Alpha,1,1,Y,3921,703,703,.,1
与え,,Alpha,1,1,Y,3922,969,969,.,1
同社,,Alpha,3,1,Y,698,,698,,1
広い,,Alpha,3,2,Y,699,,699,+,0.8389078949
ござい,,Alpha,14,4,Y,3923,847,847,.,0.6969713287
章,,Alpha,1,1,Y,700,,700,,1
rights,,Alpha,2,2,Y,701,,701,,0.8245749364
さめる,,Alpha,1,1,Y,702,,702,+,1
引き続く,,Alpha,1,1,Y,703,,703,+,1
カウンター,,Alpha,2,1,Y,704,,704,,1
教師,,Alpha,1,1,Y,705,,705,,1
碑文,,Alpha,1,1,Y,706,,706,,1
選ぶ,,Alpha,1,1,Y,707,,707,,1
ビデオテープ,,Alpha,1,1,Y,708,,708,,1
企業ランキング,,Alpha,1,1,Y,709,,709,,1
特徴,,Alpha,1,1,Y,710,,710,,1
訓練,,Alpha,1,1,Y,711,,711,,1
要請して,,Alpha,1,1,Y,3924,2294,2294,.,1
讃岐うどん,,Alpha,7,1,Y,712,,712,,1
http://www.hiratoya-bf.co.jp,,Mixed,1,1,Y,713,,713,,1
命じる,,Alpha,2,1,Y,714,,714,+,1
命じる,,Alpha,1,1,Y,714,714,714,.,1
操作する,,Alpha,1,1,Y,715,,715,+,1
醤油派,nlpNounGroup,Alpha,1,1,Y,716,,716,,1
とおり,,Alpha,1,1,Y,717,,717,,1
担当する,,Alpha,1,1,Y,718,,718,,1
中古車情報,,Alpha,1,1,Y,719,,719,,1
温泉地帯,nlpNounGroup,Alpha,1,1,Y,720,,720,,1
懐かしいお店,nlpNounGroup,Alpha,1,1,Y,721,,721,,1
分厚い,,Alpha,1,1,Y,722,,722,,1
呼ばれて,,Alpha,2,2,Y,3925,737,737,.,0.8245749364
獣,,Alpha,2,1,Y,723,,723,,1
長崎,,Alpha,2,1,Y,724,,724,,1
のでしょう,,Alpha,1,1,Y,3926,1572,1572,.,1
適切な対応,nlpNounGroup,Alpha,1,1,Y,725,,725,,1
就任 式部　久,nlpNounGroup,Alpha,1,1,Y,726,,726,,1
使わ,,Alpha,2,2,Y,3927,581,581,.,0.8245749364
(初期,nlpNounGroup,Alpha,2,1,Y,727,,727,,1
思って,,Alpha,1,1,Y,3928,857,857,.,1
高い位置,nlpNounGroup,Alpha,1,1,Y,728,,728,,1
広く,,Alpha,3,2,Y,3929,699,699,.,0.8389078949
校生,,Alpha,1,1,Y,729,,729,,1
職種,,Alpha,1,1,Y,730,,730,,1
使用さ,,Alpha,2,2,Y,3930,2540,2540,.,0.8245749364
率,,Alpha,2,1,Y,731,,731,,1
周瑜,,Alpha,1,1,Y,732,,732,,1
山田,,Alpha,3,1,Y,733,,733,,1
的だ,,Alpha,3,3,Y,734,,734,+,0.7219578525
食べ,,Alpha,4,3,Y,3931,143,143,.,0.7368624046
高等,,Alpha,5,1,Y,735,,735,,1
シジミ,,Alpha,1,1,Y,736,,736,,1
呼ばれる,,Alpha,4,2,Y,737,,737,+,0.8576814834
呼ばれる,,Alpha,1,1,Y,737,737,737,.,0.8576814834
大学理学部教授等,nlpNounGroup,Alpha,1,1,Y,738,,738,,1
事故,,Alpha,1,1,Y,739,,739,,1
果樹,,Alpha,1,1,Y,740,,740,,1
食用,,Alpha,1,1,Y,741,,741,,1
キャンペーン,,Alpha,1,1,Y,742,,742,,1
スティングレー,,Alpha,1,1,Y,743,,743,,1
おもいやりモーニング 超問,nlpNounGroup,Alpha,1,1,Y,744,,744,,1
観察,,Alpha,2,1,Y,745,,745,,1
開く,,Alpha,3,3,Y,746,,746,+,0.7219578525
亡くなって,,Alpha,1,1,Y,3932,1307,1307,.,1
ナビ,,Alpha,1,1,Y,747,,747,,1
制度,,Alpha,2,2,Y,748,,748,,0.8245749364
大体,,Alpha,1,1,Y,749,,749,,1
正面,,Alpha,1,1,Y,750,,750,,1
県民,,Alpha,2,2,Y,751,,751,,0.8245749364
若い,,Alpha,2,2,Y,752,,752,,0.8245749364
広まる,,Alpha,1,1,Y,753,,753,+,1
苦しめて,,Alpha,1,1,Y,3933,778,778,.,1
一同,,Alpha,1,1,Y,754,,754,,1
フリー,,Alpha,1,1,Y,755,,755,,1
-65,,Num,3,1,Y,756,,756,,1
振興,,Alpha,1,1,Y,757,,757,,1
broadcasting,,Alpha,1,1,Y,758,,758,,1
新郎新婦,nlpNounGroup,Alpha,2,1,Y,759,,759,,1
訳,,Alpha,1,1,Y,760,,760,,1
写真,,Alpha,6,2,Y,761,,761,,0.8859697754
考え,,Alpha,5,4,Y,3934,220,220,.,0.6628456418
郡山,,Alpha,1,1,Y,762,,762,,1
花,,Alpha,2,2,Y,763,,763,,0.8245749364
使用,,Alpha,1,1,Y,764,,764,,1
帰り,,Alpha,1,1,Y,765,,765,,1
ドライバー,,Alpha,1,1,Y,766,,766,,1
アメリカ合衆国,,Alpha,1,1,Y,767,,767,,1
ｌｅｄ製造会社,nlpNounGroup,Alpha,1,1,Y,768,,768,,1
毎,,Alpha,1,1,Y,769,,769,,1
帰る,,Alpha,2,2,Y,770,,770,+,0.8245749364
至道,,Alpha,1,1,Y,771,,771,,1
術前,,Alpha,1,1,Y,772,,772,,1
られた,,Alpha,3,3,Y,3935,817,817,.,0.7219578525
グリル,,Alpha,1,1,Y,773,,773,,1
位置し,,Alpha,1,1,Y,3936,55,55,.,1
農林水産,,Alpha,1,1,Y,774,,774,,1
自動車ヘッドライト,nlpNounGroup,Alpha,1,1,Y,775,,775,,1
こい,,Alpha,2,1,Y,776,,776,,1
存在,,Alpha,1,1,Y,777,,777,,1
苦しめる,,Alpha,1,1,Y,778,,778,+,1
的な,,Alpha,1,1,Y,3937,734,734,.,1
タガメ,,Alpha,2,1,Y,779,,779,,1
生じて,,Alpha,1,1,Y,3938,803,803,.,1
開始する,,Alpha,1,1,Y,780,,780,+,1
人々,,Alpha,2,2,Y,781,,781,,0.8245749364
共に,,Alpha,1,1,Y,782,,782,,1
的に,,Alpha,2,2,Y,3939,734,734,.,0.8245749364
であった,,Alpha,2,1,Y,3940,3652,3652,.,1
皆さんケチ,nlpNounGroup,Alpha,1,1,Y,783,,783,,1
大作,,Alpha,1,1,Y,784,,784,,1
時期,,Alpha,1,1,Y,785,,785,,1
自販機本,nlpNounGroup,Alpha,1,1,Y,786,,786,,1
山,,Alpha,4,4,Y,787,,787,,0.6491498728
太平洋,,Alpha,1,1,Y,788,,788,,1
年収ランキング 転職サイト比較,nlpNounGroup,Alpha,1,1,Y,789,,789,,1
fax,,Alpha,1,1,Y,790,,790,,1
れた,,Alpha,12,9,Y,3941,840,840,.,0.4588202572
1100-15,,Mixed,1,1,Y,791,,791,,1
お尋ね者,,Alpha,1,1,Y,792,,792,,1
総称して,,Alpha,1,1,Y,3942,2380,2380,.,1
ミニ,,Alpha,3,2,Y,793,,793,,0.8389078949
検察,,Alpha,2,1,Y,794,,794,,1
比重,,Alpha,1,1,Y,795,,795,,1
甲賀,,Alpha,2,1,Y,796,,796,,1
経営,,Alpha,2,1,Y,797,,797,,1
られて,,Alpha,4,4,Y,3943,817,817,.,0.6491498728
青森市,,Alpha,1,1,Y,798,,798,,1
速やかだ,,Alpha,1,1,Y,799,,799,+,1
一定,,Alpha,1,1,Y,800,,800,,1
取り,,Alpha,3,3,Y,3944,804,804,.,0.7219578525
神戸,,Alpha,1,1,Y,801,,801,,1
青森,,Alpha,1,1,Y,802,,802,,1
生じる,,Alpha,1,1,Y,803,,803,+,1
産んだ,,Alpha,1,1,Y,3945,851,851,.,1
取る,,Alpha,3,3,Y,804,,804,+,0.7219578525
殺到する,,Alpha,1,1,Y,805,,805,+,1
url,,Alpha,2,2,Y,806,,806,,0.8245749364
登山,,Alpha,1,1,Y,807,,807,,1
維持する,,Alpha,1,1,Y,808,,808,,1
administration,,Alpha,1,1,Y,809,,809,,1
testtest@fukushima_test.com,,Mixed,1,1,Y,810,,810,,1
登録年月日,nlpNounGroup,Alpha,1,1,Y,811,,811,,1
堅実なプレー,nlpNounGroup,Alpha,1,1,Y,812,,812,,1
上記,,Alpha,2,2,Y,813,,813,,0.8245749364
県産米新品種,nlpNounGroup,Alpha,1,1,Y,814,,814,,1
乾麺,,Alpha,1,1,Y,815,,815,,1
およそ,,Alpha,1,1,Y,816,,816,,1
笑って,,Alpha,1,1,Y,3946,1437,1437,.,1
始まった,,Alpha,2,2,Y,3947,2836,2836,.,0.8245749364
紹介して,,Alpha,1,1,Y,3948,2396,2396,.,1
れて,,Alpha,26,17,Y,3949,840,840,.,0.3263211691
られる,,Alpha,24,12,Y,817,,817,+,0.3967619963
られる,,Alpha,7,5,Y,817,817,817,.,0.3967619963
悩み,,Alpha,2,1,Y,818,,818,,1
ルール,,Alpha,1,1,Y,819,,819,,1
戦った,,Alpha,1,1,Y,3950,1974,1974,.,1
年面積調,nlpNounGroup,Alpha,1,1,Y,820,,820,,1
駅,,Alpha,11,5,Y,821,,821,,0.6085792737
台帳,,Alpha,1,1,Y,822,,822,,1
名義,,Alpha,1,1,Y,823,,823,,1
記念,,Alpha,1,1,Y,824,,824,,1
描いて,,Alpha,1,1,Y,3951,1203,1203,.,1
検察側,nlpNounGroup,Alpha,1,1,Y,825,,825,,1
谷口道徳被告,nlpNounGroup,Alpha,1,1,Y,826,,826,,1
皆さまこんにちは,nlpNounGroup,Alpha,1,1,Y,827,,827,,1
殿,,Alpha,1,1,Y,828,,828,,1
消費量,,Alpha,1,1,Y,829,,829,,1
案内,nlpNounGroup,Alpha,1,1,Y,830,,830,,1
ここ,,Alpha,1,1,Y,831,,831,,1
じま,,Alpha,1,1,Y,832,,832,,1
課税,,Alpha,1,1,Y,833,,833,,1
兵庫県,,Alpha,1,1,Y,834,,834,,1
社寺,,Alpha,1,1,Y,835,,835,,1
イリコ,,Alpha,1,1,Y,836,,836,,1
持って,,Alpha,3,3,Y,3952,2764,2764,.,0.7219578525
速やかに,,Alpha,1,1,Y,3953,799,799,.,1
コスト削減,,Alpha,1,1,Y,837,,837,,1
廃棄物対策係 電話,nlpNounGroup,Alpha,1,1,Y,838,,838,,1
スタート,,Alpha,1,1,Y,839,,839,,1
れる,,Alpha,68,29,Y,840,,840,+,0.1987480169
れる,,Alpha,13,9,Y,840,840,840,.,0.1987480169
市民,,Alpha,3,2,Y,841,,841,,0.8389078949
馬,,Alpha,1,1,Y,842,,842,,1
ミス,,Alpha,2,1,Y,843,,843,,1
萩藩,nlpNounGroup,Alpha,2,1,Y,844,,844,,1
１１０番通報した,,Alpha,1,1,Y,3954,2450,2450,.,1
